ip,port,protocols,anonymity,country,city,latency_ms,uptime_pct,alive,uptime_24h,uptime_7d,reliability
103.78.98.74,8888,http,,ID,,5332,17.5,true,60.0,28.3,reviving
181.198.75.186,999,http|https,transparent,EC,Guayaquil,5333,14.7,true,52.6,31.4,reviving
103.130.63.15,1080,http,transparent,ID,Cirebon,5335,23.7,true,33.3,42.3,reviving
103.19.78.133,8090,http,transparent,ID,,5339,31.6,true,35.3,35.9,reviving
212.39.114.139,5678,socks4,elite,BA,Mostar,5342,12.3,true,29.4,16.1,reviving
103.176.97.213,8082,http,transparent,ID,Bandung,5346,23.0,true,55.6,35.7,reviving
143.44.244.111,8081,http|https,,PH,,5348,23.3,true,38.9,36.4,reviving
103.166.32.130,11080,socks4,elite,ID,,5348,13.4,true,42.1,18.0,reviving
115.127.190.26,6979,http,,BD,,5349,18.0,true,60.0,25.3,reviving
5.128.120.101,8181,http,transparent,RU,Novosibirsk,5349,17.5,true,47.4,36.2,reviving
103.155.64.250,8080,http,,ID,,5350,32.8,true,44.4,47.1,reviving
201.77.110.129,999,http|https,transparent,MX,Chihuahua City,5350,17.4,true,71.4,43.5,reviving
45.225.207.183,999,http,,CL,Las Cabras,5354,9.6,true,42.1,17.0,reviving
154.64.211.145,999,https,elite,PR,Guayama,5357,19.4,true,25.0,33.1,reviving
173.181.143.245,80,http,elite,CA,Surrey,5364,40.8,true,42.1,38.7,reviving
13.244.203.188,39405,socks4,elite,ZA,Cape Town,5366,13.2,true,5.9,8.7,reviving
223.207.99.83,8080,http,,TH,Udon Thani,5370,45.8,true,27.8,45.8,reviving
182.44.9.134,6666,http,anonymous,CN,,5372,13.8,true,35.3,15.3,reviving
103.167.68.84,8080,http,,ID,Kabupaten Bandung,5381,18.1,true,38.9,29.6,reviving
183.89.202.45,8081,https,elite,TH,Phuket,5381,38.3,true,75.0,48.5,reviving
45.4.202.144,999,https,elite,EC,Quito,5387,10.7,true,38.9,24.1,reviving
8.211.170.91,14680,http|https,elite,JP,Tokyo,5387,40.7,true,33.3,20.8,reviving
171.247.165.177,8080,http|https,elite,VN,Ho Chi Minh City,5392,43.2,true,81.0,42.5,reviving
103.172.70.27,9090,http,anonymous,ID,,5395,30.7,true,12.5,31.7,reviving
171.254.107.211,8080,http|https,,VN,,5418,35.5,true,47.4,41.5,reviving
122.52.107.138,8082,http,transparent,PH,Olongapo City,5419,15.2,true,47.4,28.8,reviving
177.240.3.195,999,https,elite,MX,San Francisco Ixhuatan,5425,10.2,true,33.3,19.9,reviving
190.97.226.89,999,http,,VE,Rubio,5426,22.4,true,57.9,44.4,reviving
39.104.23.154,8291,http|https|socks4|socks5,elite,CN,Beijing,5437,5.9,true,5.9,5.1,reviving
217.177.44.80,3128,http,,FI,Helsinki,5438,11.6,true,17.6,12.9,reviving
157.66.50.55,8080,http,,ID,,5442,18.4,true,47.4,41.5,reviving
190.0.246.211,4040,http|https,transparent,CO,Medellin,5446,94.7,true,86.4,97.7,stable
103.31.235.102,8080,http,,ID,,5446,15.0,true,41.2,27.0,reviving
14.232.166.150,5678,socks4,elite,VN,Hanoi,5447,14.6,true,18.8,17.5,reviving
168.228.176.30,3139,http,,BR,Tiangua,5447,13.1,true,36.8,25.9,reviving
131.222.249.44,8080,https,elite,TR,Istanbul,5454,41.5,true,52.6,41.1,reviving
66.96.235.47,8080,http|https,transparent,ID,South Tangerang,5454,19.5,true,38.9,34.7,reviving
47.109.52.147,7890,socks4,elite,CN,Chengdu,5456,15.4,true,17.6,14.6,reviving
103.181.255.69,1111,http,,ID,,5456,20.1,true,33.3,32.3,reviving
84.242.58.9,8080,http,,PS,,5457,14.1,true,41.2,30.5,reviving
103.166.158.239,1111,http,transparent,ID,,5462,21.7,true,50.0,39.4,reviving
157.20.38.2,8181,https,elite,ID,,5479,27.7,true,50.0,27.7,reviving
217.78.239.5,4555,http,,EE,Tallinn,5485,13.5,true,33.3,22.2,reviving
38.10.82.128,999,http,transparent,DO,Samana,5488,27.7,true,27.8,39.4,reviving
103.163.134.99,1111,http,,ID,,5489,26.4,true,52.6,44.2,reviving
94.103.82.138,8889,http,,NL,,5489,8.9,true,17.6,11.8,reviving
103.160.216.102,8080,http,transparent,IN,Tirupur,5494,18.5,true,47.4,34.6,reviving
199.102.106.94,4145,socks4|socks5,elite,US,,5508,97.6,true,90.9,92.5,flaky
93.93.207.219,8088,http|https,elite,RU,St Petersburg,5509,96.7,true,100.0,96.7,stable
131.100.26.163,8180,http|https,transparent,BR,,5513,25.3,true,70.0,42.5,reviving
125.25.82.207,5678,socks4,elite,TH,Chiang Mai,5515,29.1,true,33.3,26.1,reviving
200.107.142.39,3128,http|https,transparent,PE,Urbanizacion San Ignacio,5520,14.0,true,29.4,28.0,reviving
195.142.250.41,8080,http|https,transparent,TR,,5520,24.7,true,65.0,42.0,reviving
103.139.99.173,8080,http|https,,ID,Bandar Lampung,5527,23.7,true,65.0,35.2,reviving
103.173.140.130,1111,http|https,transparent,ID,Bekasi,5527,10.2,true,33.3,21.2,reviving
139.196.214.238,3128,socks4,elite,CN,Shanghai,5527,17.6,true,22.2,16.7,reviving
163.227.248.100,8818,http,,ID,Sukabumi,5530,15.9,true,65.0,29.3,reviving
103.109.174.43,8080,http,,ID,,5531,22.2,true,55.0,38.6,reviving
102.211.145.161,8081,http,,KE,Nairobi,5532,12.8,true,52.6,25.4,reviving
223.254.141.102,6609,https|socks4,elite,CN,,5534,9.0,true,5.6,9.4,reviving
110.164.128.124,8080,http,,TH,,5550,16.8,true,33.3,32.8,reviving
8.211.200.183,8443,http,elite,GB,London,5558,8.0,true,11.8,6.0,reviving
49.0.1.200,1080,http,,ID,,5559,26.4,true,63.2,39.3,reviving
119.28.64.217,50161,socks4|socks5,elite,HK,Hong Kong,5561,33.3,true,29.4,23.4,reviving
124.121.35.191,8080,http,,TH,Bang Bua Thong,5563,40.8,true,57.9,39.2,reviving
128.0.7.126,8080,http,transparent,HU,,5564,16.7,true,36.8,32.3,reviving
62.201.217.243,40010,http|https,,IQ,,5567,17.2,true,57.9,34.8,reviving
194.113.38.196,3128,http,,BG,,5567,69.8,true,66.7,69.8,reviving
38.10.91.114,8084,http,,PH,Iloilo City,5570,10.1,true,38.9,24.1,reviving
112.28.149.154,8443,http|https|socks4|socks5,elite,CN,,5575,92.0,true,95.5,92.0,flaky
144.124.253.249,1080,socks5,elite,NL,Amsterdam,5579,17.3,true,44.4,17.9,reviving
103.22.173.77,1111,http|https,transparent,IN,Hyderabad,5579,25.6,true,57.9,43.7,reviving
103.133.201.243,8080,http|https,,BD,,5580,34.9,true,63.2,42.3,reviving
103.18.77.77,1080,http,,ID,,5583,23.3,true,27.8,39.0,reviving
91.150.189.122,30389,https,elite,PL,Rzeszow,5591,10.7,true,11.1,20.5,reviving
38.191.161.190,999,http,,DO,Santo Domingo,5593,10.0,true,17.6,23.4,reviving
188.112.131.195,80,http,elite,LV,Riga,5601,78.1,true,55.0,73.0,flaky
13.246.6.135,9050,socks4,elite,ZA,Cape Town,5601,13.5,true,18.8,10.1,reviving
118.145.141.251,45094,http|https,elite,CN,,5602,90.5,true,95.5,90.5,flaky
38.210.179.19,999,http|https,,MX,Zimapan,5607,18.9,true,75.0,27.1,reviving
8.140.104.98,3128,http,transparent,CN,Beijing,5622,51.4,true,70.0,55.8,reviving
161.248.117.161,8080,http,,ID,,5629,40.0,true,55.0,40.0,reviving
119.94.124.90,8081,http|https,,PH,Bocaue,5630,36.1,true,60.0,38.3,reviving
45.65.225.17,999,http,transparent,AR,Rafael Castillo,5636,24.1,true,76.2,44.5,reviving
138.36.22.229,8079,http,transparent,BR,Castanhal,5637,61.2,true,61.9,59.4,reviving
193.158.12.141,4153,socks4,elite,DE,Nurtingen,5638,17.8,true,17.6,16.8,reviving
103.19.228.4,8080,http,,ID,,5648,21.0,true,65.0,44.1,unstable
54.253.167.61,2977,socks4,elite,AU,Sydney,5655,15.2,true,5.9,7.6,reviving
196.251.222.222,8080,https,elite,ZA,Brits,5656,17.0,true,33.3,32.7,reviving
31.7.65.18,443,socks4,elite,IR,,5661,9.4,true,11.8,4.9,reviving
103.169.138.13,8081,http|https,elite,ID,,5661,13.3,true,38.9,25.3,reviving
202.58.77.194,8031,http,,ID,Surabaya,5662,15.7,true,60.0,34.6,reviving
45.198.10.195,8080,http,transparent,ID,,5677,16.4,true,36.8,25.1,reviving
31.135.214.17,8026,http,,UZ,Tashkent,5681,17.9,true,47.4,39.7,reviving
213.27.29.153,51000,socks5,elite,RU,Rostov-on-Don,5685,11.1,true,33.3,12.1,reviving
47.109.110.100,9098,http|https|socks4|socks5,elite,CN,Chengdu,5690,6.5,true,16.7,7.7,reviving
103.189.97.38,1080,http,,ID,Sragen,5698,17.6,true,27.8,25.9,reviving
190.122.91.130,999,http,,AR,,5700,23.1,true,60.0,27.7,reviving
103.137.158.166,8090,https,elite,BD,,5703,41.9,true,50.0,41.9,reviving
8.134.139.219,8888,socks4,elite,CN,Guangzhou,5706,34.8,true,33.3,27.4,reviving
47.113.230.224,30001,socks4,elite,CN,Shenzhen,5706,19.7,true,22.2,16.4,reviving
195.114.209.50,80,http,elite,ES,,5718,87.6,true,100.0,96.6,stable
115.178.50.73,8080,http|https,transparent,ID,,5719,75.0,true,75.0,75.0,reviving
190.93.191.20,999,http,transparent,DO,Santiago de los Caballeros,5720,8.3,true,17.6,20.2,reviving
187.49.176.141,8080,http,,BR,Fortaleza,5726,19.6,true,27.8,37.8,reviving
154.58.138.231,8088,https,elite,ID,,5733,19.5,true,33.3,36.3,reviving
46.229.187.39,80,http,,RU,Yaroslavl,5742,7.0,true,36.8,12.4,reviving
181.78.20.11,999,http|https,transparent,CO,Medellin,5746,19.6,true,36.8,33.1,reviving
18.188.53.175,16186,https|socks4,elite,US,Columbus,5756,12.1,true,17.6,11.7,reviving
103.19.78.138,1111,https,elite,ID,,5756,10.1,true,23.5,18.2,reviving
76.26.114.253,39593,socks4,elite,US,,5757,13.8,true,27.8,19.1,reviving
15.237.108.20,11604,socks4,elite,FR,Paris,5760,11.2,true,11.8,11.9,reviving
34.220.80.147,16001,socks4,elite,US,Boardman,5773,12.1,true,17.6,11.5,reviving
119.93.87.65,8080,http,,PH,Pasig,5778,15.1,true,57.9,26.6,reviving
103.146.230.23,7890,http|https|socks4|socks5,elite,HK,,5782,91.3,true,81.8,91.3,flaky
180.191.137.111,8082,http|https,transparent,PH,,5782,40.7,true,70.0,45.8,reviving
98.130.11.240,59972,socks4,elite,IN,Hyderabad,5782,12.5,true,11.8,9.6,reviving
186.65.104.52,2024,https,elite,BR,Salvador,5785,12.9,true,42.1,28.5,reviving
67.207.92.87,3129,http,elite,US,North Bergen,5790,31.3,true,33.3,36.8,reviving
62.106.66.13,1080,socks4,elite,NL,Amsterdam,5798,12.6,true,33.3,33.8,reviving
103.136.107.70,1080,socks5,elite,BD,,5801,17.8,true,31.6,15.4,reviving
150.129.170.73,5678,socks4,elite,IN,Pune,5803,5.5,true,17.6,6.4,reviving
82.86.112.52,999,http,transparent,VE,Maracay,5803,17.7,true,66.7,35.7,reviving
40.67.240.160,443,https,elite,IE,Dublin,5812,90.8,true,90.9,98.1,stable
170.239.205.31,999,http,,CO,Medellin,5820,17.3,true,57.9,38.2,reviving
103.189.119.239,8080,http,transparent,ID,,5821,21.4,true,29.4,42.7,reviving
43.252.238.252,3125,http|https,transparent,ID,,5837,28.8,true,44.4,31.4,reviving
38.210.179.30,999,http|https,transparent,MX,Zimapan,5838,28.0,true,60.0,37.3,reviving
45.161.191.17,999,http,,CL,Santiago,5842,40.2,true,81.0,46.5,reviving
157.20.252.154,1111,http,transparent,ID,Tanjung Pinang,5847,23.2,true,57.9,45.4,reviving
163.61.112.250,8080,http,anonymous,ID,,5849,34.7,true,38.9,36.1,reviving
47.112.25.109,7890,http|https,elite,CN,Shenzhen,5853,83.9,true,63.2,59.6,reviving
167.99.124.118,80,http,anonymous,US,Clifton,5853,45.5,true,33.3,50.0,reviving
128.199.121.61,9090,http,,SG,Singapore,5854,56.2,true,47.4,70.7,reviving
94.178.159.60,8080,http,,UA,Nizhyn,5856,19.5,true,42.1,31.6,reviving
139.5.75.83,8080,http,transparent,NP,,5863,22.8,true,55.0,40.2,reviving
154.27.192.67,999,http|https,transparent,MX,,5867,23.7,true,33.3,24.4,reviving
194.58.33.7,3128,http|https,elite,DE,Frankfurt am Main,5881,62.9,true,60.0,63.6,reviving
70.166.65.160,4145,socks4|socks5,elite,US,Roanoke,5882,98.5,true,100.0,98.1,stable
131.222.251.149,8085,http,transparent,TR,Istanbul,5882,15.0,true,36.8,27.4,reviving
198.15.30.122,8080,http,transparent,ID,Pamekasan,5882,37.3,true,27.8,40.7,reviving
82.117.211.42,8085,http,,RS,Novi Sad,5885,21.0,true,52.6,38.1,reviving
177.190.118.239,999,http,transparent,BR,Frederico Westphalen,5887,29.1,true,29.4,38.9,reviving
175.184.236.12,1111,http,transparent,ID,,5889,16.4,true,52.6,31.7,reviving
195.62.50.30,8080,http,,TR,Istanbul,5890,16.7,true,31.6,30.0,reviving
58.69.182.53,8085,http,,PH,Manila,5890,41.7,true,81.0,48.0,reviving
45.236.107.106,808,http,transparent,EC,Quito,5898,18.4,true,44.4,32.3,reviving
18.191.250.90,32419,socks4,elite,US,Columbus,5899,11.2,true,22.2,17.6,reviving
103.84.231.168,8080,http,transparent,ID,,5900,32.8,true,76.2,39.7,reviving
154.208.58.89,8080,https,elite,PK,Lahore,5903,17.8,true,57.9,34.3,reviving
18.191.250.90,28109,socks4,elite,US,Columbus,5904,12.1,true,27.8,13.2,reviving
45.174.108.140,999,http,transparent,MX,,5904,24.3,true,50.0,39.4,reviving
163.61.187.34,1515,http|https,transparent,ID,Bogor,5907,21.8,true,71.4,42.3,reviving
212.58.132.5,8888,http|https,transparent,US,,5912,95.7,true,100.0,98.7,stable
103.189.250.89,8090,http,,ID,Banyuwangi,5922,15.1,true,27.8,28.2,reviving
103.154.230.78,8090,http|https,transparent,ID,Lamongan,5923,22.1,true,29.4,31.6,reviving
103.233.152.18,8080,http,transparent,ID,,5923,17.2,true,44.4,36.1,reviving
78.155.65.203,8080,http,,SY,,5926,15.8,true,18.8,33.1,reviving
38.52.182.109,999,http|https,transparent,PE,Lurin,5928,23.2,true,70.0,35.1,reviving
58.27.206.37,8080,http,,PK,Lahore,5928,33.4,true,72.7,50.0,reviving
138.59.177.117,5678,socks4,elite,HN,San Pedro Sula,5936,13.8,true,17.6,20.4,reviving
51.159.66.158,3128,http,transparent,FR,Paris,5940,41.0,true,60.0,27.4,reviving
103.210.35.182,8080,https,elite,ID,,5940,8.8,true,22.2,17.4,reviving
14.224.218.210,8080,http,transparent,VN,Ho Chi Minh City,5950,23.0,true,33.3,42.3,reviving
118.97.75.86,8080,http,transparent,ID,South Tangerang,5951,9.9,true,33.3,25.1,reviving
103.247.82.98,8085,http,,ID,,5953,10.5,true,22.2,14.3,reviving
157.20.144.179,8080,http,transparent,ID,Tangerang,5958,25.2,true,33.3,38.4,reviving
157.20.239.161,9090,http,transparent,ID,,5962,19.9,true,38.9,36.2,reviving
103.109.187.33,1080,socks5,elite,VN,,5964,58.1,true,50.0,58.1,reviving
38.194.250.66,999,http,,MX,Ajacuba,5967,12.6,true,47.4,26.4,reviving
103.148.10.17,8090,http,transparent,BD,,5968,10.6,true,22.2,15.3,reviving
18.162.200.96,328,socks4,elite,HK,,5969,13.1,true,17.6,14.2,reviving
203.76.220.126,16464,http,anonymous,BD,Dhaka,5971,34.5,true,76.2,59.8,flaky
103.158.210.80,8082,http,transparent,BD,,5973,42.0,true,60.0,51.6,reviving
182.253.109.133,1256,http,,ID,Denpasar,5976,33.9,true,38.9,33.6,reviving
118.145.141.251,44027,socks5,elite,CN,,5981,41.0,true,35.3,41.0,reviving
79.127.30.250,8080,https,elite,IR,,5984,21.8,true,31.6,24.7,reviving
181.204.39.202,53740,socks4,elite,CO,Bucaramanga,5985,13.8,true,27.8,17.3,reviving
103.171.183.218,7777,http|https,,ID,,5985,36.7,true,42.1,37.4,reviving
177.87.30.63,8080,http|https,transparent,BR,Pelotas,5990,29.1,true,55.0,31.2,reviving
123.231.230.58,39365,http|https,elite,ID,,5999,85.5,true,85.7,89.5,reviving
218.26.101.226,53813,socks4,elite,CN,Taiyuan,6001,26.7,true,52.6,28.3,reviving
77.73.132.138,8443,http,,KZ,,6002,19.8,true,38.9,30.2,reviving
103.76.12.158,8080,http,transparent,ID,,6005,19.1,true,11.8,34.0,reviving
77.222.54.205,3128,http,transparent,RU,,6009,49.6,true,95.5,94.6,flaky
103.138.70.155,8080,https,elite,ID,,6010,19.9,true,52.6,31.0,reviving
103.143.63.3,3125,http,transparent,ID,,6019,10.6,true,6.3,10.8,reviving
103.126.87.182,8080,http,anonymous,ID,,6022,15.5,true,36.8,33.1,reviving
161.49.219.181,8082,http,transparent,PH,Magalang,6025,19.0,true,52.6,35.3,reviving
192.232.48.1,8181,http,,ID,Pringsewu,6033,21.3,true,36.8,29.8,reviving
163.223.116.83,7777,http,,ID,Kuningan,6033,25.2,true,70.0,40.6,reviving
194.87.191.118,20090,socks4|socks5,elite,NL,Dronten,6035,11.3,true,23.5,11.6,reviving
182.160.124.153,12331,http,,BD,Dhaka,6035,32.1,true,65.0,43.4,reviving
103.175.237.232,8080,http,,ID,,6036,22.6,true,36.8,39.0,reviving
116.50.169.2,8088,https,elite,PH,Makati City,6037,9.3,true,16.7,13.3,reviving
45.65.227.161,999,http,,AR,Rafael Castillo,6041,16.5,true,27.8,21.9,reviving
103.107.136.70,8081,http,anonymous,ID,Kediri,6045,17.9,true,50.0,30.1,reviving
203.189.152.79,1080,socks5,elite,KH,Phnom Penh,6048,19.7,true,47.4,28.3,reviving
54.67.110.244,1550,socks4,elite,US,San Jose,6052,10.3,true,11.8,10.1,reviving
190.97.232.182,999,http,,VE,Caracas,6057,14.9,true,27.8,26.5,reviving
103.199.117.179,8080,http,,ID,Semarang,6058,23.9,true,17.6,23.9,reviving
118.145.141.251,44188,socks5,elite,CN,,6063,34.4,true,60.0,34.4,reviving
34.81.160.132,80,http,elite,TW,Taipei,6064,74.0,true,91.3,69.4,flaky
190.153.122.105,999,http,transparent,VE,Caracas,6078,27.1,true,22.2,41.9,reviving
199.58.184.97,4145,socks4|socks5,elite,US,,6081,97.9,true,81.8,93.4,flaky
202.5.47.60,1080,http,,BD,Dhaka,6082,22.2,true,52.6,34.2,reviving
45.71.186.214,999,http,,EC,Loja,6085,22.9,true,38.9,38.7,reviving
38.224.223.173,999,https,elite,MX,Nacajuca,6087,16.8,true,38.9,31.4,reviving
49.48.113.75,8080,http,transparent,TH,Khon Kaen,6096,48.7,true,75.0,48.7,reviving
202.79.47.159,10800,socks4,elite,NP,Kathmandu,6099,17.8,true,27.8,17.3,reviving
177.242.137.182,999,https,elite,MX,Temascalcingo,6100,17.4,true,38.9,27.1,reviving
171.245.89.241,12328,http,,VN,Haiphong,6104,41.1,true,71.4,43.2,reviving
156.230.187.234,8081,http,,ID,Jakarta,6106,22.9,true,60.0,37.1,reviving
103.156.16.234,8818,https,elite,ID,,6108,25.6,true,31.6,30.3,reviving
118.145.141.251,44029,socks5,elite,CN,,6117,39.5,true,65.0,39.5,reviving
103.102.141.39,4145,socks4,elite,ID,,6118,15.6,true,44.4,21.3,reviving
114.129.19.250,4145,socks4,elite,ID,Banjar Badung,6120,13.0,true,17.6,12.4,reviving
109.111.79.212,1080,socks5,elite,RU,Ivanovo,6122,40.2,true,55.6,40.2,reviving
121.43.109.88,8081,http,elite,CN,Hangzhou,6128,10.3,true,11.8,6.6,reviving
103.60.137.65,8080,https,elite,IN,,6134,16.8,true,33.3,22.0,reviving
49.232.24.120,8118,http,,CN,Beijing,6137,28.3,true,38.9,27.5,reviving
103.147.134.114,8082,https,elite,ID,Surabaya,6139,32.2,true,60.0,44.3,reviving
142.54.236.97,4145,socks4|socks5,elite,US,,6140,97.2,true,81.8,90.5,flaky
122.53.48.41,8080,https,elite,PH,Talisay City,6147,24.2,true,76.2,36.2,reviving
163.227.149.135,8080,https,elite,ID,,6151,22.9,true,52.6,45.8,reviving
159.196.182.72,8080,http|https,transparent,AU,Melbourne,6155,17.1,true,76.2,36.7,reviving
36.66.195.148,1016,http|https,transparent,ID,Jakarta,6161,38.0,true,60.0,54.5,reviving
186.33.0.11,999,http,,GT,Guatemala City,6165,19.9,true,47.4,37.9,reviving
78.12.252.87,48003,socks4,elite,MX,Queretaro City,6168,8.8,true,6.3,6.9,reviving
41.57.129.194,6060,https,elite,ZA,Pretoria,6171,31.8,true,42.1,34.7,reviving
38.158.83.161,999,http,transparent,PE,Arequipa,6172,18.3,true,52.6,35.2,reviving
192.252.209.155,14455,socks4|socks5,elite,US,,6177,97.8,true,70.0,94.1,flaky
38.159.37.213,999,http,transparent,DO,Santo Domingo,6178,22.3,true,35.3,36.6,reviving
201.159.99.37,8081,http|https,transparent,MX,Monterrey,6183,11.7,true,52.6,21.5,reviving
200.14.57.4,4153,socks4,elite,BR,Pedreiras,6186,13.7,true,52.6,20.4,reviving
200.215.229.14,999,http|https,,PE,Cusco,6188,11.5,true,31.6,25.5,reviving
103.48.71.142,83,http,transparent,US,,6195,12.3,true,45.0,24.6,reviving
182.253.40.25,8080,http,,ID,Depok,6195,25.5,true,60.0,48.4,reviving
103.255.146.238,8080,http,transparent,IN,,6198,21.9,true,36.8,36.0,reviving
196.251.193.116,8083,http,transparent,ZA,Brits,6206,10.6,true,44.4,19.2,reviving
103.68.215.73,8080,https,elite,ID,,6211,29.8,true,50.0,28.8,reviving
91.230.110.6,443,http,,FR,Lauterbourg,6213,14.2,true,35.3,29.2,reviving
103.125.212.30,8080,https,elite,ID,,6215,40.9,true,57.9,40.9,reviving
223.25.110.250,8088,http,transparent,ID,,6217,25.2,true,63.2,39.8,reviving
103.25.195.69,8181,http,,ID,Karawang,6223,22.1,true,42.1,35.4,reviving
112.65.132.182,3128,http,,CN,,6229,26.2,true,47.4,42.0,reviving
103.165.155.55,1111,http,transparent,ID,,6231,37.8,true,61.1,51.9,reviving
13.221.171.114,80,http,elite,US,Ashburn,6234,29.8,true,57.9,39.9,reviving
175.158.63.166,1111,https,elite,ID,Semarang,6234,15.0,true,47.6,34.8,reviving
194.14.207.87,80,http,elite,SE,Linkoping,6237,43.7,true,55.0,45.5,reviving
131.222.251.67,8080,http,,TR,Istanbul,6238,100.0,true,100.0,100.0,new
124.217.2.35,8081,https,elite,PH,Cebu City,6238,45.0,true,71.4,45.0,reviving
122.252.183.22,4153,socks4,elite,KH,Phnom Penh,6239,19.8,true,27.8,24.3,reviving
178.214.80.12,1981,http,transparent,PS,,6246,14.3,true,50.0,23.0,reviving
222.127.132.7,8080,http,transparent,PH,Manila,6248,17.4,true,65.0,27.7,reviving
153.51.241.50,999,http,,MX,Cunduacan,6250,51.6,true,60.0,73.3,reviving
45.198.32.207,8080,https,elite,ID,,6251,23.0,true,50.0,41.4,reviving
193.43.149.85,8080,http,,SY,,6255,15.2,true,50.0,34.0,reviving
81.16.245.179,53281,http,elite,GE,Tbilisi,6258,48.7,true,71.4,60.8,reviving
154.62.127.126,999,http,transparent,VE,Valencia,6259,13.3,true,42.1,24.4,reviving
200.125.169.112,999,http,,DO,Mejia de Navarrete,6260,9.0,true,18.8,19.4,reviving
193.233.126.24,10800,socks5,elite,NL,Amsterdam,6261,29.9,true,23.5,29.9,reviving
72.223.188.67,4145,socks4|socks5,elite,US,,6262,98.9,true,100.0,97.7,stable
47.91.121.127,5060,http,elite,AE,Dubai,6264,6.7,true,11.8,4.6,reviving
85.234.100.149,1080,http|https,elite,DE,,6272,82.8,true,91.3,89.5,flaky
40.176.175.23,9469,socks4,elite,CA,Calgary,6274,13.4,true,11.8,14.0,reviving
181.209.96.155,999,http,,AR,Victoria,6275,14.4,true,50.0,28.9,reviving
103.156.233.197,3125,http|https,transparent,ID,,6278,14.3,true,23.5,14.6,reviving
103.38.104.164,7777,https,elite,ID,,6279,18.9,true,44.4,33.5,reviving
193.43.159.163,8080,http,transparent,SY,,6284,13.2,true,27.8,24.4,reviving
103.84.231.203,8080,http,,ID,,6284,37.0,true,55.0,37.9,reviving
149.248.21.106,8080,socks5,elite,US,Los Angeles,6286,27.3,true,47.4,34.9,reviving
203.20.42.56,8082,https,elite,PH,Valenzuela,6288,13.0,true,38.9,25.9,reviving
37.18.73.60,5566,socks5,elite,RU,,6290,71.9,true,76.2,75.1,reviving
103.163.103.68,5678,http,transparent,ID,,6291,31.5,true,52.6,38.2,reviving
102.68.77.3,8080,http|https,transparent,KE,Nairobi,6297,18.2,true,36.8,23.7,reviving
120.27.224.64,3129,http,elite,CN,Hangzhou,6301,58.4,true,76.2,80.1,reviving
91.197.79.59,1080,socks5,elite,RU,,6304,15.7,true,5.9,13.8,reviving
103.186.193.135,8080,http,,ID,,6304,19.5,true,55.0,30.0,reviving
13.212.26.15,9036,socks4,elite,SG,Singapore,6304,13.2,true,17.6,10.6,reviving
103.147.85.225,8181,http,,ID,,6306,22.8,true,57.9,40.9,reviving
98.188.47.150,4145,socks4|socks5,elite,US,,6307,98.9,true,90.9,98.1,stable
49.146.244.176,8081,http|https,,PH,Cebu City,6309,44.5,true,61.9,42.1,reviving
180.191.231.149,8082,http|https,transparent,PH,Santa Catalina,6315,28.6,true,63.2,35.2,reviving
200.3.197.81,8080,http|https,transparent,BR,Santa Carmem,6316,11.8,true,23.5,19.2,reviving
181.78.73.117,8080,http,transparent,CO,Medellin,6317,16.5,true,23.5,30.1,reviving
18.162.200.96,34519,socks4,elite,HK,,6324,13.1,true,17.6,13.3,reviving
182.253.228.17,3128,http,,ID,Jakarta,6324,40.7,true,52.6,42.2,reviving
163.13.132.81,808,http,elite,TW,New Taipei City,6326,82.8,true,95.5,82.8,flaky
204.77.11.13,999,https,elite,PR,Carolina,6332,14.2,true,29.4,20.9,reviving
165.99.14.18,2765,http|https,elite,VN,Hanoi,6334,96.5,true,95.5,96.5,stable
47.88.11.3,1234,socks4,elite,US,,6339,11.1,true,11.8,7.7,reviving
89.43.135.182,8085,http,transparent,HU,,6353,23.6,true,80.0,51.1,reviving
43.209.173.229,24812,socks4,elite,TH,Bangkok,6356,7.9,true,11.8,7.6,reviving
38.210.179.167,999,https,elite,MX,Zimapan,6362,11.5,true,27.8,13.1,reviving
160.25.222.205,8181,http,,ID,,6362,17.3,true,22.2,34.3,reviving
78.101.189.212,8080,http|https,transparent,QA,Doha,6365,43.6,true,81.8,46.2,reviving
184.182.240.211,4145,socks4|socks5,elite,US,,6371,99.1,true,95.7,99.0,stable
103.153.190.42,8080,https,elite,ID,Jember,6375,36.7,true,57.9,47.1,reviving
103.161.131.110,8080,http,,ID,,6377,16.7,true,57.9,31.9,reviving
165.154.162.73,8888,http|https,elite,US,Los Angeles,6379,97.3,true,95.5,96.6,stable
202.165.232.238,8080,http|https,transparent,PK,Lahore,6383,23.6,true,29.4,38.1,reviving
103.156.17.232,8818,http,transparent,ID,,6384,25.6,true,68.4,43.1,reviving
103.159.195.7,7777,https,elite,ID,,6390,34.2,true,27.8,35.8,reviving
43.209.173.229,37176,socks4,elite,TH,Bangkok,6394,14.1,true,5.9,7.6,reviving
8.130.71.75,1081,http|https|socks4,elite,CN,Beijing,6401,6.5,true,11.8,5.5,reviving
113.192.12.4,3333,http,,ID,,6403,18.2,true,22.2,27.6,reviving
103.234.35.147,3128,http,,ID,Jember,6405,21.5,true,60.0,41.5,reviving
39.102.213.187,8443,http|https|socks4,elite,CN,Beijing,6407,5.8,true,11.8,4.4,reviving
103.176.97.108,3128,http,,ID,Bandung,6410,25.0,true,65.0,43.4,reviving
