ip,port,protocols,anonymity,country,city,latency_ms,uptime_pct,alive,uptime_24h,uptime_7d,reliability
98.130.11.240,8003,https|socks4,elite,IN,Hyderabad,422,12.2,true,33.3,9.0,reviving
18.60.247.31,221,https|socks4,elite,IN,Hyderabad,423,8.9,true,25.0,13.6,reviving
31.42.2.113,5678,socks4,elite,PL,Czestochowa,424,19.0,true,25.0,14.0,reviving
51.17.130.167,37979,socks5,elite,IL,Tel Aviv,424,68.8,true,69.2,68.8,reviving
3.110.68.130,10487,https|socks4|socks5,elite,IN,Mumbai,427,11.6,true,25.0,14.3,reviving
3.111.49.148,10043,https|socks4|socks5,elite,IN,Mumbai,427,78.6,true,84.6,78.6,reviving
3.111.49.148,24665,https|socks4|socks5,elite,IN,Mumbai,427,80.8,true,76.9,80.8,reviving
51.96.146.123,23672,https|socks5,elite,CH,Zurich,427,80.1,true,58.3,80.4,reviving
18.157.159.247,810,https,elite,DE,Frankfurt am Main,428,67.7,true,41.7,67.7,reviving
34.73.142.66,8080,http|https,elite,US,North Charleston,428,22.7,true,41.7,22.7,reviving
51.17.130.167,3128,socks5,elite,IL,Tel Aviv,428,81.0,true,69.2,76.5,reviving
51.85.44.149,33791,socks5,elite,IL,Tel Aviv,428,14.3,true,23.1,16.0,reviving
78.13.202.170,10854,http|socks4|socks5,anonymous,MX,Queretaro City,428,81.1,true,69.2,81.1,reviving
98.130.11.240,35679,https|socks4,elite,IN,Hyderabad,428,13.0,true,23.1,10.4,reviving
78.12.220.85,17091,socks4,elite,MX,Queretaro City,429,80.0,true,84.6,80.0,flaky
15.160.132.166,25934,socks5,elite,IT,Milan,430,13.6,true,33.3,15.3,reviving
18.61.3.91,8011,socks4|socks5,elite,IN,Hyderabad,430,12.5,true,41.7,12.2,reviving
98.130.11.240,47362,socks4|socks5,elite,IN,Hyderabad,430,9.8,true,25.0,12.9,reviving
159.224.45.64,41890,http|https,transparent,UA,Kharkiv,431,76.3,true,71.4,83.6,reviving
18.61.3.91,16328,https|socks4|socks5,elite,IN,Hyderabad,431,11.0,true,27.3,14.0,reviving
13.60.163.230,10000,socks5,elite,SE,Stockholm,432,64.7,true,66.7,64.7,reviving
15.217.214.40,14966,socks5,elite,ES,Zaragoza,432,76.1,true,69.2,76.4,reviving
78.12.25.241,38080,https|socks4|socks5,elite,MX,Queretaro City,432,100.0,true,100.0,100.0,stable
16.52.81.236,57783,socks4,elite,CA,Montreal,433,12.3,true,50.0,14.4,reviving
78.12.18.120,2426,https|socks4|socks5,elite,MX,Queretaro City,434,66.7,true,61.5,66.7,reviving
98.130.142.218,8103,socks4|socks5,elite,IN,Hyderabad,434,82.7,true,50.0,83.0,reviving
13.126.183.60,34469,https|socks4|socks5,elite,IN,Mumbai,435,10.2,true,16.7,8.2,reviving
16.112.160.2,8998,socks4|socks5,elite,IN,Hyderabad,435,74.4,true,41.7,74.4,reviving
78.12.83.81,8081,socks4|socks5,elite,MX,Queretaro City,435,75.3,true,84.6,75.3,reviving
35.152.37.123,8010,socks5,elite,IT,Milan,436,74.5,true,76.9,74.5,flaky
98.130.11.240,16202,socks4,elite,IN,Hyderabad,437,7.7,true,18.2,7.8,reviving
98.130.11.240,57400,https|socks4|socks5,elite,IN,Hyderabad,437,10.8,true,9.1,11.5,reviving
51.17.154.141,8447,socks5,elite,IL,Tel Aviv,438,11.2,true,16.7,15.4,reviving
98.130.142.218,57543,socks4|socks5,elite,IN,Hyderabad,438,71.2,true,38.5,71.3,reviving
13.206.73.237,29249,https|socks4,elite,IN,Mumbai,439,14.9,true,25.0,11.4,reviving
16.52.81.236,31641,https|socks4|socks5,elite,CA,Montreal,439,14.1,true,27.3,13.3,reviving
16.62.123.236,7318,https|socks4|socks5,elite,CH,Zurich,439,12.8,true,9.1,11.4,reviving
54.211.208.156,48087,http|https|socks4|socks5,anonymous,US,Ashburn,439,90.0,true,76.9,90.0,flaky
78.13.202.170,5566,https|socks4|socks5,elite,MX,Queretaro City,439,72.9,true,76.9,72.9,reviving
13.206.73.237,29367,https|socks4,elite,IN,Mumbai,440,11.9,true,23.1,11.4,reviving
98.130.11.240,57084,socks4,elite,IN,Hyderabad,440,10.6,true,25.0,13.9,reviving
78.13.203.169,7335,https|socks4|socks5,elite,MX,Queretaro City,441,77.6,true,85.7,77.6,flaky
51.17.84.111,25010,socks5,elite,IL,Tel Aviv,442,73.5,true,92.3,73.5,reviving
18.60.247.31,57443,socks4|socks5,elite,IN,Hyderabad,443,13.7,true,16.7,10.7,reviving
18.61.230.250,15803,socks4|socks5,elite,IN,Hyderabad,443,76.6,true,58.3,76.6,reviving
18.61.3.91,8377,https|socks4|socks5,elite,IN,Hyderabad,443,11.7,true,25.0,12.4,reviving
78.12.129.100,45153,socks4|socks5,elite,MX,Queretaro City,443,89.0,true,76.9,89.0,reviving
78.12.194.85,12411,http|socks4|socks5,anonymous,MX,Queretaro City,443,68.1,true,69.2,68.1,reviving
78.12.194.85,29597,http|https|socks4|socks5,,MX,Queretaro City,443,68.6,true,58.3,68.6,reviving
78.12.25.241,1528,http|socks4|socks5,anonymous,MX,Queretaro City,443,80.4,true,92.9,80.4,flaky
78.12.220.85,8095,https|socks4|socks5,elite,MX,Queretaro City,444,58.9,true,69.2,58.9,reviving
78.12.25.241,1111,http|https|socks4|socks5,,MX,Queretaro City,444,73.5,true,69.2,73.5,reviving
3.96.59.229,8080,socks4,elite,CA,Montreal,445,82.8,true,76.9,78.8,reviving
16.28.66.143,26260,https|socks4|socks5,elite,ZA,Cape Town,446,85.7,true,76.9,85.7,flaky
56.112.93.245,13257,https|socks4|socks5,elite,CA,Calgary,446,100.0,true,100.0,100.0,new
13.244.203.188,59364,https|socks4,elite,ZA,Cape Town,447,8.7,true,8.3,8.7,reviving
16.192.185.227,29708,socks5,elite,SE,Stockholm,447,82.0,true,92.3,80.1,reviving
78.12.220.85,34449,https|socks4|socks5,elite,MX,Queretaro City,447,69.2,true,69.2,69.2,reviving
78.14.15.193,2055,socks4|socks5,elite,MX,Queretaro City,447,80.3,true,85.7,80.3,reviving
85.8.47.212,7080,http|https,anonymous,SE,Umea,447,99.8,true,100.0,100.0,stable
98.130.11.240,30473,socks4,elite,IN,Hyderabad,447,9.1,true,33.3,11.7,reviving
13.38.72.189,5282,https|socks4|socks5,elite,FR,Paris,448,66.7,true,41.7,66.7,reviving
18.60.247.31,2553,https|socks4|socks5,elite,IN,Hyderabad,448,8.6,true,16.7,9.3,reviving
3.6.87.188,9234,socks4|socks5,elite,IN,Mumbai,448,68.2,true,69.2,68.2,reviving
3.6.87.188,10568,socks4|socks5,elite,IN,Mumbai,448,60.0,true,61.5,60.0,reviving
51.94.221.175,3125,http|socks4|socks5,anonymous,ES,Zaragoza,448,58.8,true,58.3,58.8,reviving
65.2.6.2,26258,socks4|socks5,elite,IN,Mumbai,448,72.3,true,78.6,72.3,reviving
78.14.19.3,46041,socks4|socks5,elite,MX,Queretaro City,448,87.5,true,92.9,87.5,reviving
78.13.203.169,51324,https|socks4|socks5,elite,MX,Queretaro City,449,77.1,true,85.7,77.1,reviving
16.62.123.236,59333,socks4,elite,CH,Zurich,450,13.3,true,25.0,10.8,reviving
40.192.121.249,28495,socks4|socks5,elite,IN,Hyderabad,450,12.2,true,33.3,13.1,reviving
3.12.95.129,80,http,elite,US,Columbus,451,86.1,true,100.0,93.2,flaky
78.12.18.120,80,https|socks4|socks5,elite,MX,Queretaro City,451,73.8,true,76.9,73.8,reviving
78.14.19.3,46402,socks4|socks5,elite,MX,Queretaro City,451,77.3,true,92.9,77.3,reviving
40.177.104.199,11279,https|socks4|socks5,elite,CA,Calgary,452,73.0,true,69.2,73.0,reviving
64.112.184.210,3128,http,elite,US,Richmond,452,99.8,true,100.0,100.0,stable
78.13.162.235,34852,https|socks4|socks5,elite,MX,Queretaro City,452,78.2,true,69.2,78.2,reviving
40.177.104.199,4153,http|https|socks4|socks5,,CA,Calgary,453,66.7,true,66.7,66.7,reviving
98.130.142.218,9388,socks4|socks5,elite,IN,Hyderabad,453,78.3,true,41.7,78.3,reviving
18.208.158.27,5050,http|https|socks4|socks5,anonymous,US,Ashburn,454,80.3,true,84.6,80.3,flaky
40.192.121.249,7777,socks4|socks5,elite,IN,Hyderabad,454,10.6,true,18.2,11.5,reviving
78.12.220.85,18467,https|socks4|socks5,elite,MX,Queretaro City,454,72.2,true,58.3,72.2,reviving
18.132.38.209,43202,socks5,elite,GB,City of London,455,86.4,true,92.9,86.4,flaky
197.221.85.214,8080,http|https,transparent,GH,,455,46.6,true,61.5,55.6,reviving
3.19.213.118,8890,https|socks4|socks5,elite,US,Columbus,455,11.7,true,9.1,11.9,reviving
13.245.161.189,5333,http|https|socks4|socks5,,ZA,Cape Town,456,50.0,true,41.7,50.0,reviving
40.177.104.199,5050,http|socks4|socks5,anonymous,CA,Calgary,456,79.2,true,84.6,79.2,reviving
40.177.99.164,52976,socks4,elite,CA,Calgary,456,12.9,true,27.3,10.0,reviving
40.177.99.164,59456,https|socks4|socks5,elite,CA,Calgary,456,12.2,true,18.2,9.3,reviving
13.244.203.188,54852,socks4,elite,ZA,Cape Town,457,14.0,true,8.3,10.7,reviving
40.177.99.164,58083,socks4|socks5,elite,CA,Calgary,457,11.9,true,8.3,10.7,reviving
78.12.252.87,59160,https|socks4|socks5,elite,MX,Queretaro City,457,13.7,true,18.2,14.4,reviving
78.14.19.3,3128,http|socks4|socks5,anonymous,MX,Queretaro City,457,80.8,true,85.7,80.8,reviving
13.245.183.150,34214,http|https|socks4|socks5,anonymous,ZA,Cape Town,458,66.7,true,66.7,66.7,reviving
18.61.3.91,39068,https|socks4,elite,IN,Hyderabad,458,12.2,true,25.0,15.8,reviving
78.13.203.169,58998,http|socks4|socks5,anonymous,MX,Queretaro City,458,65.3,true,69.2,65.3,flaky
13.126.183.60,51664,https|socks4,elite,IN,Mumbai,459,15.8,true,27.3,17.9,reviving
16.52.81.236,4196,https|socks4|socks5,elite,CA,Montreal,459,13.0,true,9.1,14.8,reviving
51.20.109.37,16726,socks5,elite,SE,Stockholm,459,60.0,true,18.2,60.0,reviving
78.12.194.85,9090,https|socks4|socks5,elite,MX,Queretaro City,459,71.4,true,69.2,71.4,reviving
78.12.220.85,8220,https|socks4|socks5,elite,MX,Queretaro City,459,77.2,true,76.9,77.2,reviving
13.245.183.150,602,http|https|socks4|socks5,,ZA,Cape Town,460,77.8,true,61.5,73.8,flaky
18.61.3.91,43599,https|socks4|socks5,elite,IN,Hyderabad,460,14.6,true,33.3,14.8,reviving
3.110.68.130,6677,https|socks4,elite,IN,Mumbai,460,10.6,true,50.0,12.8,reviving
40.177.99.164,58080,https|socks4|socks5,elite,CA,Calgary,460,11.7,true,8.3,9.6,reviving
78.12.136.220,23914,https|socks4|socks5,elite,MX,Queretaro City,460,71.7,true,69.2,71.7,reviving
142.93.202.130,3128,http,transparent,US,North Bergen,461,82.1,true,92.9,98.3,stable
3.99.81.37,43874,socks4|socks5,elite,CA,Montreal,461,90.8,true,92.9,90.8,flaky
13.245.183.150,3125,http|socks4|socks5,anonymous,ZA,Cape Town,462,66.7,true,61.5,66.7,reviving
16.174.124.173,29822,http|https|socks4|socks5,anonymous,CA,Calgary,462,70.9,true,92.9,70.9,reviving
16.28.29.244,31280,https|socks4|socks5,elite,ZA,Cape Town,462,14.3,true,16.7,16.5,reviving
18.61.3.91,563,socks4|socks5,elite,IN,Hyderabad,462,13.1,true,18.2,13.2,reviving
13.245.183.150,54290,https|socks4|socks5,elite,ZA,Cape Town,463,61.8,true,69.2,61.8,reviving
18.60.247.31,30926,https|socks4|socks5,elite,IN,Hyderabad,463,9.7,true,16.7,11.9,reviving
78.12.220.85,47872,https|socks4,elite,MX,Queretaro City,463,74.5,true,76.9,74.5,reviving
18.145.194.21,39866,https|socks4,elite,US,San Jose,464,73.6,true,76.9,73.6,flaky
18.60.247.31,15631,https|socks4,elite,IN,Hyderabad,464,11.6,true,9.1,6.7,reviving
13.244.203.188,41421,https|socks4,elite,ZA,Cape Town,465,11.2,true,25.0,11.0,reviving
3.19.213.118,17702,https|socks4|socks5,elite,US,Columbus,465,10.4,true,8.3,8.2,reviving
34.207.102.197,8962,https|socks4|socks5,elite,US,Ashburn,465,19.0,true,58.3,22.8,reviving
35.183.46.164,8686,socks5,elite,CA,Montreal,465,82.6,true,84.6,82.6,reviving
51.85.44.149,16336,https|socks4|socks5,elite,IL,Tel Aviv,465,23.1,true,25.0,23.1,reviving
56.112.93.245,13602,https|socks4,elite,CA,Calgary,465,84.1,true,53.8,84.1,reviving
18.61.3.91,55954,https|socks4,elite,IN,Hyderabad,466,13.7,true,9.1,17.3,reviving
63.181.83.210,8070,socks4|socks5,elite,DE,Frankfurt am Main,466,14.5,true,50.0,19.0,reviving
78.13.203.169,57238,https|socks4|socks5,elite,MX,Queretaro City,466,72.5,true,76.9,72.5,reviving
13.245.183.150,47841,https|socks4,elite,ZA,Cape Town,468,33.3,true,33.3,33.3,reviving
16.174.83.123,3128,http|https|socks4,,CA,Calgary,468,77.8,true,100.0,76.4,flaky
18.170.25.193,9022,https|socks4|socks5,elite,GB,City of London,468,10.5,true,9.1,10.4,reviving
3.99.81.37,24523,socks5,elite,CA,Montreal,468,87.3,true,85.7,87.3,reviving
52.42.110.59,1080,http|https|socks4,anonymous,US,Boardman,468,68.8,true,92.9,68.8,flaky
13.206.73.237,12107,socks4,elite,IN,Mumbai,469,13.6,true,8.3,5.2,reviving
16.174.78.75,13315,http|socks4|socks5,anonymous,CA,Calgary,469,71.4,true,69.2,71.4,reviving
18.157.159.247,8181,socks5,elite,DE,Frankfurt am Main,469,78.8,true,69.2,77.8,reviving
45.245.208.180,8080,http,transparent,EG,Maadi,469,25.4,true,50.0,27.4,reviving
54.193.173.209,4055,http|socks4|socks5,anonymous,US,San Jose,469,85.1,true,76.9,83.8,reviving
13.245.171.157,2435,https|socks4|socks5,elite,ZA,Cape Town,470,14.0,true,9.1,14.8,reviving
209.18.49.62,8080,https,elite,US,Bethlehem,470,96.8,true,100.0,100.0,stable
35.183.127.162,1452,https|socks4|socks5,elite,CA,Montreal,470,13.1,true,33.3,12.9,reviving
78.13.202.170,12907,https|socks4|socks5,elite,MX,Queretaro City,470,65.3,true,76.9,65.3,reviving
13.245.161.189,55,https|socks4,elite,ZA,Cape Town,471,78.6,true,76.9,78.6,reviving
144.126.197.184,1088,socks5,elite,GB,Slough,471,91.2,true,100.0,91.2,flaky
16.28.101.55,5050,https|socks4,elite,ZA,Cape Town,471,16.3,true,27.3,16.9,reviving
35.94.193.222,8880,https|socks4|socks5,elite,US,Boardman,471,60.0,true,76.9,60.0,flaky
51.17.130.167,18591,https|socks5,elite,IL,Tel Aviv,471,65.0,true,69.2,65.0,reviving
51.17.250.13,3128,https|socks5,elite,IL,Tel Aviv,471,84.5,true,66.7,80.5,reviving
54.67.77.88,8087,http|https|socks4|socks5,,US,San Jose,471,81.2,true,76.9,81.3,reviving
78.14.19.3,29357,http|https|socks4|socks5,,MX,Queretaro City,471,70.9,true,69.2,70.9,reviving
98.130.142.218,834,socks4|socks5,elite,IN,Hyderabad,471,75.7,true,61.5,75.7,reviving
98.94.14.234,8090,socks5,elite,US,Ashburn,471,68.0,true,36.4,68.0,reviving
13.244.203.188,58197,socks4,elite,ZA,Cape Town,472,11.5,true,25.0,10.1,reviving
13.244.61.193,52812,https|socks4|socks5,elite,ZA,Cape Town,472,79.0,true,61.5,77.6,reviving
40.176.175.23,80,https|socks4|socks5,elite,CA,Calgary,472,14.5,true,25.0,16.2,reviving
44.247.106.98,11841,socks4|socks5,elite,US,Boardman,472,84.9,true,92.9,84.9,flaky
52.12.89.185,3207,http|https|socks4|socks5,,US,Boardman,472,82.9,true,85.7,82.9,reviving
78.13.202.170,10293,http|socks4|socks5,anonymous,MX,Queretaro City,472,86.2,true,61.5,86.2,reviving
34.73.171.216,8080,http|https,elite,US,North Charleston,473,59.4,true,71.4,59.4,reviving
78.13.202.170,9675,socks4,elite,MX,Queretaro City,473,80.0,true,76.9,80.0,flaky
13.244.61.193,48414,https|socks4|socks5,elite,ZA,Cape Town,474,70.8,true,76.9,70.8,reviving
13.245.161.189,8182,https|socks4|socks5,elite,ZA,Cape Town,474,62.9,true,61.5,62.9,reviving
135.181.116.225,3001,http|https,,FI,Helsinki,474,56.2,true,38.5,56.3,reviving
3.95.63.11,35319,http|https|socks5,,US,Ashburn,474,79.0,true,76.9,79.0,reviving
78.12.192.233,8686,socks4,elite,MX,Queretaro City,474,81.6,true,84.6,81.6,reviving
78.14.19.3,3889,https|socks4|socks5,elite,MX,Queretaro City,474,75.7,true,61.5,75.7,reviving
54.67.77.88,5050,http|socks4|socks5,anonymous,US,San Jose,475,70.5,true,61.5,70.5,reviving
78.12.252.87,5696,https|socks4|socks5,elite,MX,Queretaro City,475,11.9,true,16.7,13.6,reviving
13.244.61.193,43530,socks4|socks5,elite,ZA,Cape Town,476,68.7,true,58.3,68.7,reviving
13.51.196.44,11180,https|socks5,elite,SE,Stockholm,476,12.3,true,25.0,14.0,reviving
16.28.101.55,22074,https|socks4|socks5,elite,ZA,Cape Town,476,16.3,true,16.7,15.7,reviving
51.44.97.6,46353,socks5,elite,FR,Paris,476,16.4,true,25.0,20.0,reviving
13.57.49.6,18088,socks4|socks5,elite,US,San Jose,477,73.1,true,78.6,73.1,reviving
13.57.49.6,19000,socks4|socks5,elite,US,San Jose,477,74.6,true,78.6,74.6,flaky
18.60.247.31,2977,https|socks4,elite,IN,Hyderabad,477,11.1,true,18.2,7.8,reviving
34.224.98.75,2055,https|socks4|socks5,elite,US,Ashburn,477,86.9,true,92.9,86.9,flaky
40.177.99.164,27054,https|socks4|socks5,elite,CA,Calgary,477,12.1,true,16.7,12.9,reviving
15.161.59.54,39261,https|socks4|socks5,elite,IT,Milan,478,12.6,true,33.3,12.8,reviving
16.174.78.75,3699,https|socks4|socks5,elite,CA,Calgary,478,68.8,true,84.6,68.8,reviving
16.28.101.55,58937,socks4|socks5,elite,ZA,Cape Town,478,13.9,true,25.0,17.5,reviving
18.145.194.21,10101,https|socks4|socks5,elite,US,San Jose,478,73.3,true,69.2,73.3,reviving
40.177.104.199,2522,socks4|socks5,elite,CA,Calgary,478,70.1,true,78.6,70.1,flaky
56.112.93.245,8085,http|socks4|socks5,anonymous,CA,Calgary,478,76.7,true,53.8,76.7,reviving
78.12.194.85,12194,socks4|socks5,elite,MX,Queretaro City,478,54.5,true,53.8,54.5,reviving
3.19.213.118,9924,https|socks4|socks5,elite,US,Columbus,479,10.5,true,25.0,13.3,reviving
34.229.190.39,7170,socks5,elite,US,Ashburn,479,70.1,true,69.2,70.1,reviving
13.56.16.181,8478,https|socks4|socks5,elite,US,San Jose,480,93.4,true,92.9,93.4,flaky
16.174.124.173,4473,http|socks4|socks5,anonymous,CA,Calgary,480,75.0,true,66.7,75.0,flaky
195.78.100.186,3629,socks4,elite,UA,Kharkiv,480,9.1,true,16.7,9.3,reviving
51.49.153.183,20501,socks5,elite,ES,Zaragoza,480,11.6,true,8.3,12.5,reviving
44.200.234.67,8382,http|socks4|socks5,anonymous,US,Ashburn,481,81.2,true,84.6,81.3,reviving
54.196.39.29,41890,socks5,elite,US,Ashburn,481,87.6,true,92.3,87.6,reviving
16.28.101.55,52203,http|https|socks4|socks5,,ZA,Cape Town,482,15.3,true,9.1,13.7,reviving
18.144.86.139,24760,http|socks4|socks5,anonymous,US,San Jose,482,70.3,true,76.9,70.3,reviving
18.145.194.21,8088,http|socks4|socks5,,US,San Jose,482,74.8,true,69.2,74.8,flaky
18.190.253.157,22692,https|socks4|socks5,elite,US,Columbus,482,13.4,true,18.2,14.7,reviving
51.16.42.227,2027,socks5,elite,IL,Tel Aviv,482,23.3,true,61.5,32.6,reviving
54.67.110.244,20202,https|socks4|socks5,elite,US,San Jose,482,13.4,true,25.0,14.7,reviving
56.112.93.245,19991,http|https|socks4|socks5,,CA,Calgary,482,64.5,true,92.9,64.5,reviving
78.12.220.85,2853,http|https|socks4|socks5,,MX,Queretaro City,482,100.0,true,100.0,100.0,new
13.244.203.188,47573,https|socks4|socks5,elite,ZA,Cape Town,483,13.5,true,25.0,9.6,reviving
13.245.183.150,2055,https|socks4|socks5,elite,ZA,Cape Town,483,50.0,true,61.5,50.0,reviving
16.22.93.23,15601,socks5,elite,IT,Milan,483,63.3,true,69.2,63.3,reviving
18.145.194.21,46946,http|socks4|socks5,,US,San Jose,483,75.8,true,83.3,75.8,reviving
13.245.183.150,41164,http|socks4|socks5,,ZA,Cape Town,484,67.4,true,66.7,67.4,flaky
16.28.101.55,84,https|socks4|socks5,elite,ZA,Cape Town,484,15.8,true,33.3,23.7,reviving
16.28.29.244,26808,https|socks4|socks5,elite,ZA,Cape Town,484,17.6,true,33.3,16.9,reviving
18.145.194.21,104,https|socks4|socks5,elite,US,San Jose,484,80.7,true,92.3,80.7,reviving
31.76.31.221,1080,socks4|socks5,elite,GB,,484,32.4,true,61.5,39.2,reviving
3.249.217.54,10531,socks5,elite,IE,Dublin,484,71.3,true,69.2,71.3,reviving
44.204.11.88,7777,socks5,elite,US,Ashburn,484,79.8,true,76.9,79.8,reviving
13.245.161.189,9692,https|socks4|socks5,elite,ZA,Cape Town,485,73.6,true,41.7,73.6,reviving
18.145.194.21,45349,https|socks4|socks5,elite,US,San Jose,485,78.8,true,71.4,78.8,flaky
100.61.113.24,8080,socks5,elite,US,Ashburn,486,90.6,true,69.2,88.3,reviving
13.245.183.150,13730,socks4,elite,ZA,Cape Town,486,65.7,true,61.5,65.7,reviving
15.217.72.88,443,socks5,elite,ES,Zaragoza,486,68.0,true,61.5,68.0,reviving
13.206.73.237,17660,https|socks4,elite,IN,Mumbai,487,14.1,true,8.3,10.7,reviving
35.94.193.222,33410,http|https|socks4|socks5,anonymous,US,Boardman,487,64.2,true,69.2,64.2,reviving
51.17.184.91,35830,https|socks4|socks5,elite,IL,Tel Aviv,487,87.8,true,84.6,87.8,flaky
16.28.101.55,1967,https|socks4,elite,ZA,Cape Town,488,13.2,true,16.7,12.1,reviving
34.229.190.39,50380,socks5,elite,US,Ashburn,488,81.3,true,76.9,81.3,flaky
3.95.63.11,8097,socks5,elite,US,Ashburn,488,86.7,true,100.0,86.7,flaky
54.211.208.156,5566,https|socks5,elite,US,Ashburn,488,88.4,true,76.9,88.4,reviving
13.245.161.189,3128,https|socks4|socks5,elite,ZA,Cape Town,489,71.4,true,84.6,71.4,flaky
13.245.171.157,9141,https|socks4|socks5,elite,ZA,Cape Town,489,13.1,true,33.3,15.4,reviving
3.95.63.11,48343,socks5,elite,US,Ashburn,489,68.9,true,69.2,68.9,reviving
46.209.123.101,1155,http|https,transparent,IR,,489,99.1,true,100.0,98.3,stable
51.17.50.68,8199,https|socks4|socks5,elite,IL,Tel Aviv,489,54.3,true,66.7,54.3,reviving
52.12.89.185,18728,http|socks4|socks5,,US,Boardman,489,78.9,true,61.5,78.9,reviving
13.245.161.189,8080,http|socks4|socks5,anonymous,ZA,Cape Town,490,84.3,true,69.2,79.6,reviving
34.207.102.197,20845,socks5,elite,US,Ashburn,490,21.6,true,25.0,25.8,reviving
52.12.89.185,8689,http|https|socks4|socks5,anonymous,US,Boardman,490,74.5,true,92.3,74.5,flaky
54.67.110.244,8010,https|socks4|socks5,elite,US,San Jose,490,14.3,true,25.0,17.7,reviving
78.12.252.87,443,https|socks4|socks5,elite,MX,Queretaro City,490,9.7,true,41.7,11.5,reviving
78.13.203.169,1083,socks4|socks5,elite,MX,Queretaro City,490,69.1,true,69.2,69.1,reviving
13.244.61.193,3008,https|socks4|socks5,elite,ZA,Cape Town,491,75.2,true,71.4,75.5,reviving
13.245.171.157,12584,socks4|socks5,elite,ZA,Cape Town,491,13.7,true,25.0,18.5,reviving
51.16.4.39,22510,socks5,elite,IL,Tel Aviv,491,16.5,true,25.0,18.5,reviving
18.144.86.139,17160,socks4|socks5,elite,US,San Jose,492,88.9,true,88.9,88.9,reviving
35.180.138.2,36765,http|https|socks4|socks5,,FR,Paris,492,79.0,true,53.8,79.0,reviving
78.13.162.235,10088,https|socks4|socks5,elite,MX,Queretaro City,492,62.5,true,61.5,62.5,reviving
34.207.102.197,34602,socks5,elite,US,Ashburn,493,19.5,true,18.2,20.9,reviving
78.12.252.87,6255,https|socks4,elite,MX,Queretaro City,493,12.1,true,41.7,16.4,reviving
18.61.3.91,9698,https|socks4,elite,IN,Hyderabad,494,11.5,true,45.5,13.2,reviving
44.204.11.88,8087,socks5,elite,US,Ashburn,494,82.7,true,84.6,82.7,reviving
52.42.110.59,3128,http|socks4,anonymous,US,Boardman,494,66.8,true,100.0,63.3,flaky
54.215.41.74,15830,https|socks4|socks5,elite,US,San Jose,494,12.0,true,33.3,14.2,reviving
54.218.108.165,2554,https|socks4|socks5,elite,US,Boardman,494,76.3,true,84.6,76.3,reviving
78.12.18.120,40420,socks4|socks5,elite,MX,Queretaro City,494,77.6,true,69.2,77.6,reviving
18.145.194.21,2810,https|socks4|socks5,elite,US,San Jose,495,100.0,true,100.0,100.0,new
98.94.14.234,80,socks5,elite,US,Ashburn,495,86.4,true,85.7,85.6,reviving
18.100.80.197,3260,socks5,elite,ES,Zaragoza,496,75.2,true,85.7,75.2,reviving
56.112.77.131,17981,socks4|socks5,elite,CA,Calgary,496,85.2,true,92.3,85.2,flaky
100.61.113.24,49049,socks5,elite,US,Ashburn,497,77.6,true,84.6,77.6,reviving
44.247.106.98,3629,socks4|socks5,elite,US,Boardman,497,87.3,true,100.0,87.3,flaky
78.12.220.85,2080,https|socks4|socks5,elite,MX,Queretaro City,497,72.5,true,76.9,72.5,reviving
78.13.162.235,14538,http|socks4|socks5,,MX,Queretaro City,497,75.6,true,76.9,75.6,flaky
3.92.47.79,58221,socks5,elite,US,Ashburn,498,82.5,true,69.2,82.5,reviving
40.192.121.249,4443,socks4,elite,IN,Hyderabad,498,9.1,true,16.7,11.5,reviving
98.94.14.234,8079,socks5,elite,US,Ashburn,498,80.9,true,58.3,80.9,reviving
100.61.113.24,53226,https|socks5,elite,US,Ashburn,499,88.9,true,88.9,88.9,reviving
13.38.27.183,39947,socks4,elite,FR,Paris,499,12.9,true,25.0,11.5,reviving
16.174.6.134,3128,http|socks4,anonymous,CA,Calgary,499,70.1,true,100.0,69.0,flaky
52.12.89.185,15503,https|socks4|socks5,elite,US,Boardman,499,67.8,true,92.3,67.8,reviving
13.38.72.189,30002,socks5,elite,FR,Paris,500,68.9,true,61.5,68.9,reviving
35.183.46.164,46373,http|socks5,anonymous,CA,Montreal,500,78.8,true,84.6,78.8,flaky
40.176.84.249,16560,http|socks4|socks5,anonymous,CA,Calgary,500,85.9,true,69.2,85.9,flaky
54.211.208.156,36859,socks5,elite,US,Ashburn,500,86.2,true,85.7,86.3,reviving
78.12.18.120,3128,socks4,elite,MX,Queretaro City,500,85.0,true,85.7,82.1,reviving
34.207.239.230,42749,socks5,elite,US,Ashburn,501,23.5,true,16.7,28.5,reviving
46.51.198.97,2346,socks5,elite,IE,Dublin,501,78.2,true,76.9,78.2,reviving
54.211.208.156,7139,socks5,elite,US,Ashburn,501,93.2,true,76.9,93.2,flaky
78.12.136.220,35370,https|socks4|socks5,elite,MX,Queretaro City,501,73.4,true,66.7,73.4,reviving
18.208.195.229,8103,socks5,elite,US,Ashburn,502,79.2,true,69.2,79.2,reviving
3.231.160.150,57906,socks5,elite,US,Ashburn,502,76.3,true,76.9,76.3,reviving
34.166.25.120,8080,http|https,elite,SA,Dammam,502,95.7,true,100.0,100.0,stable
34.229.190.39,19929,socks5,elite,US,Ashburn,502,79.5,true,84.6,79.5,reviving
34.246.183.20,40439,socks4|socks5,elite,IE,Dublin,502,12.1,true,33.3,12.5,reviving
